previous,pdays,duration,poutcome,month,contact,housing,job,loan,education,marital,y_encoded
0,-1,52,unknown,jun,unknown,yes,blue-collar,no,secondary,married,0
0,-1,207,unknown,jun,cellular,no,retired,no,primary,married,0
0,-1,65,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,125,unknown,aug,cellular,yes,technician,no,secondary,married,0
0,-1,42,unknown,jun,telephone,no,housemaid,no,secondary,single,0
0,-1,111,unknown,jul,cellular,yes,management,no,tertiary,divorced,0
0,-1,198,unknown,may,telephone,no,management,no,tertiary,single,0
0,-1,125,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
2,364,50,failure,may,cellular,yes,blue-collar,no,secondary,married,0
0,-1,159,unknown,feb,cellular,no,services,no,secondary,divorced,0
0,-1,413,unknown,may,telephone,yes,retired,no,tertiary,divorced,0
0,-1,268,unknown,jun,unknown,no,retired,yes,primary,married,0
0,-1,116,unknown,may,cellular,yes,blue-collar,no,primary,divorced,0
0,-1,1380,unknown,may,cellular,yes,student,no,secondary,single,0
0,-1,87,unknown,may,telephone,no,management,no,tertiary,married,0
0,-1,27,unknown,jun,unknown,no,blue-collar,yes,primary,divorced,0
0,-1,139,unknown,may,unknown,yes,technician,no,secondary,single,0
0,-1,101,unknown,aug,cellular,no,technician,no,tertiary,married,0
0,-1,187,unknown,jul,cellular,yes,blue-collar,no,secondary,single,0
0,-1,177,unknown,apr,cellular,yes,unemployed,no,secondary,divorced,0
0,-1,134,unknown,jul,cellular,no,management,no,tertiary,divorced,0
0,-1,446,unknown,aug,cellular,no,technician,yes,tertiary,single,0
0,-1,602,unknown,jun,unknown,yes,services,no,secondary,married,0
0,-1,226,unknown,aug,cellular,no,technician,no,secondary,married,0
0,-1,150,unknown,nov,cellular,yes,blue-collar,no,secondary,married,0
2,92,236,other,mar,cellular,no,services,no,secondary,single,1
0,-1,652,unknown,may,unknown,no,blue-collar,no,secondary,married,0
0,-1,244,unknown,jun,unknown,yes,management,no,tertiary,single,0
0,-1,101,unknown,jul,cellular,yes,technician,no,secondary,married,0
1,360,465,failure,may,cellular,yes,blue-collar,no,primary,married,0
0,-1,87,unknown,aug,cellular,no,technician,no,secondary,single,0
0,-1,60,unknown,jul,cellular,no,services,yes,secondary,single,0
1,312,104,failure,apr,cellular,yes,admin.,no,secondary,single,0
0,-1,124,unknown,may,unknown,yes,management,no,tertiary,married,0
0,-1,185,unknown,may,unknown,yes,admin.,no,secondary,single,0
0,-1,245,unknown,may,unknown,no,blue-collar,no,secondary,married,0
0,-1,129,unknown,jun,unknown,yes,blue-collar,no,primary,married,0
0,-1,62,unknown,sep,cellular,no,student,no,unknown,single,0
0,-1,41,unknown,aug,cellular,yes,technician,no,secondary,married,0
0,-1,292,unknown,jun,unknown,yes,management,yes,tertiary,married,0
0,-1,122,unknown,nov,cellular,yes,blue-collar,yes,secondary,married,0
0,-1,215,unknown,jul,unknown,no,housemaid,no,primary,married,0
0,-1,175,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
4,181,139,success,jul,cellular,no,admin.,no,secondary,divorced,0
12,209,144,failure,feb,cellular,yes,blue-collar,no,primary,married,0
0,-1,487,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,172,unknown,nov,telephone,no,blue-collar,no,unknown,married,1
0,-1,70,unknown,nov,cellular,yes,blue-collar,no,primary,married,0
0,-1,124,unknown,may,unknown,yes,management,no,tertiary,married,0
0,-1,224,unknown,feb,cellular,no,services,no,primary,married,0
0,-1,32,unknown,jul,cellular,no,housemaid,no,tertiary,married,0
0,-1,102,unknown,may,unknown,yes,services,no,tertiary,divorced,0
0,-1,90,unknown,jul,cellular,yes,management,no,tertiary,married,0
0,-1,478,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,236,unknown,jul,cellular,no,retired,no,primary,divorced,0
0,-1,217,unknown,jun,unknown,no,technician,no,secondary,married,0
0,-1,66,unknown,aug,telephone,no,technician,no,secondary,single,0
2,92,284,failure,aug,cellular,yes,management,yes,tertiary,single,0
0,-1,328,unknown,apr,cellular,no,technician,no,unknown,single,1
0,-1,153,unknown,jun,unknown,yes,technician,no,tertiary,married,0
0,-1,127,unknown,feb,telephone,no,retired,no,secondary,married,1
0,-1,115,unknown,aug,cellular,yes,admin.,no,tertiary,married,0
0,-1,78,unknown,aug,cellular,no,services,no,secondary,married,0
0,-1,276,unknown,jul,cellular,no,management,no,secondary,married,0
0,-1,154,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,766,unknown,aug,cellular,no,services,no,secondary,married,1
0,-1,148,unknown,may,cellular,yes,admin.,no,secondary,single,0
0,-1,149,unknown,apr,cellular,no,blue-collar,no,unknown,single,1
0,-1,22,unknown,aug,unknown,no,admin.,no,secondary,single,0
0,-1,24,unknown,may,cellular,yes,management,no,tertiary,divorced,0
0,-1,546,unknown,jun,unknown,yes,management,no,secondary,married,1
0,-1,491,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,75,unknown,feb,cellular,no,management,no,tertiary,divorced,1
1,243,160,failure,feb,cellular,yes,technician,yes,tertiary,married,1
0,-1,285,unknown,jul,cellular,yes,management,no,tertiary,married,0
0,-1,332,unknown,jun,unknown,no,services,no,unknown,married,0
6,332,116,failure,apr,cellular,yes,services,no,secondary,married,0
0,-1,172,unknown,jul,telephone,no,services,no,secondary,married,0
5,204,539,failure,feb,cellular,yes,technician,yes,secondary,married,0
0,-1,150,unknown,may,unknown,yes,services,yes,secondary,divorced,0
3,95,95,success,nov,cellular,no,admin.,no,secondary,single,1
0,-1,29,unknown,aug,cellular,no,admin.,no,secondary,married,0
2,280,503,failure,may,cellular,yes,management,no,tertiary,divorced,0
0,-1,268,unknown,nov,cellular,no,management,no,tertiary,married,1
2,304,30,other,may,telephone,yes,blue-collar,no,primary,married,0
0,-1,152,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,69,unknown,jun,unknown,yes,blue-collar,no,primary,married,0
0,-1,15,unknown,may,unknown,yes,student,no,tertiary,single,0
0,-1,283,unknown,may,unknown,yes,technician,no,secondary,divorced,0
0,-1,735,unknown,may,unknown,yes,management,no,secondary,married,0
0,-1,82,unknown,aug,cellular,no,self-employed,no,primary,married,0
0,-1,142,unknown,feb,cellular,yes,services,yes,primary,married,0
0,-1,250,unknown,apr,cellular,yes,technician,no,secondary,married,0
0,-1,124,unknown,aug,cellular,no,technician,no,secondary,single,0
0,-1,196,unknown,jul,unknown,yes,management,no,tertiary,married,0
1,463,260,failure,aug,cellular,yes,technician,no,tertiary,single,0
0,-1,234,unknown,may,unknown,yes,self-employed,no,secondary,married,0
0,-1,309,unknown,jul,cellular,no,blue-collar,yes,primary,married,0
0,-1,754,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
2,170,178,failure,nov,cellular,yes,blue-collar,no,primary,married,0
0,-1,337,unknown,jan,cellular,no,management,no,tertiary,married,0
0,-1,99,unknown,aug,telephone,no,technician,no,secondary,married,0
0,-1,144,unknown,may,unknown,yes,admin.,no,secondary,married,0
0,-1,112,unknown,may,unknown,yes,services,no,secondary,single,0
0,-1,54,unknown,may,cellular,yes,blue-collar,no,primary,married,0
6,288,106,failure,may,cellular,yes,technician,no,secondary,married,0
0,-1,171,unknown,may,unknown,yes,admin.,yes,secondary,divorced,0
0,-1,58,unknown,jun,unknown,no,unknown,no,unknown,married,0
0,-1,32,unknown,may,cellular,yes,services,no,secondary,single,0
0,-1,39,unknown,aug,cellular,no,admin.,no,secondary,married,0
0,-1,306,unknown,jul,cellular,no,blue-collar,no,secondary,single,0
0,-1,165,unknown,may,unknown,yes,technician,no,primary,married,0
3,111,96,failure,oct,cellular,yes,admin.,no,secondary,married,0
0,-1,293,unknown,may,unknown,yes,admin.,no,secondary,married,0
1,252,105,failure,feb,cellular,yes,management,no,tertiary,married,0
0,-1,281,unknown,jul,unknown,no,blue-collar,yes,secondary,married,0
0,-1,179,unknown,jul,cellular,no,management,no,tertiary,married,0
0,-1,540,unknown,jun,unknown,no,unemployed,no,primary,married,0
0,-1,111,unknown,jun,unknown,yes,services,no,secondary,married,0
2,687,180,other,jun,unknown,no,blue-collar,yes,unknown,married,0
0,-1,185,unknown,may,unknown,yes,technician,no,secondary,divorced,0
0,-1,104,unknown,jul,cellular,yes,entrepreneur,yes,secondary,divorced,0
0,-1,140,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,195,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,491,unknown,aug,cellular,no,technician,no,tertiary,divorced,0
0,-1,223,unknown,nov,cellular,no,management,yes,tertiary,single,0
0,-1,99,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,585,unknown,jun,unknown,yes,blue-collar,no,secondary,single,1
2,308,207,failure,apr,cellular,yes,management,no,tertiary,single,0
0,-1,147,unknown,may,unknown,yes,technician,no,tertiary,single,0
0,-1,71,unknown,apr,cellular,no,technician,no,unknown,single,0
0,-1,58,unknown,may,unknown,yes,management,no,tertiary,single,0
0,-1,226,unknown,aug,cellular,no,management,no,tertiary,single,0
0,-1,243,unknown,jun,unknown,yes,services,no,primary,married,0
0,-1,596,unknown,may,unknown,yes,technician,no,tertiary,married,0
0,-1,117,unknown,jul,cellular,yes,admin.,yes,secondary,married,0
6,194,150,failure,feb,telephone,no,blue-collar,no,secondary,married,0
0,-1,387,unknown,jul,cellular,no,blue-collar,no,secondary,single,0
0,-1,206,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
5,264,277,failure,may,cellular,yes,blue-collar,no,secondary,married,0
0,-1,125,unknown,nov,cellular,yes,entrepreneur,yes,secondary,divorced,0
0,-1,231,unknown,may,cellular,no,blue-collar,no,primary,single,0
1,296,275,failure,jun,cellular,no,management,no,tertiary,single,1
0,-1,1809,unknown,aug,cellular,no,technician,no,tertiary,married,0
0,-1,165,unknown,may,unknown,yes,blue-collar,yes,primary,married,0
0,-1,134,unknown,aug,cellular,no,blue-collar,yes,primary,married,0
0,-1,345,unknown,jun,unknown,yes,entrepreneur,yes,secondary,married,0
0,-1,402,unknown,may,cellular,yes,management,no,tertiary,single,0
0,-1,169,unknown,aug,cellular,no,management,no,tertiary,divorced,0
0,-1,131,unknown,oct,cellular,no,retired,no,primary,married,1
0,-1,139,unknown,may,unknown,yes,housemaid,no,primary,married,0
1,93,210,success,nov,cellular,no,student,no,primary,single,1
0,-1,23,unknown,jun,unknown,yes,blue-collar,no,secondary,married,0
0,-1,463,unknown,jul,cellular,no,housemaid,no,primary,divorced,1
0,-1,131,unknown,nov,cellular,yes,management,no,tertiary,married,0
0,-1,432,unknown,nov,cellular,no,technician,no,secondary,married,0
0,-1,161,unknown,aug,cellular,no,student,no,secondary,single,0
0,-1,103,unknown,may,unknown,yes,technician,no,tertiary,married,0
0,-1,441,unknown,jul,cellular,yes,technician,no,secondary,single,0
0,-1,20,unknown,jun,unknown,yes,blue-collar,no,primary,married,0
0,-1,86,unknown,aug,cellular,no,management,no,tertiary,single,0
0,-1,477,unknown,apr,cellular,no,management,no,secondary,married,0
0,-1,125,unknown,jun,unknown,no,housemaid,no,primary,divorced,0
5,93,110,failure,nov,cellular,yes,management,yes,tertiary,divorced,0
0,-1,192,unknown,jul,telephone,yes,blue-collar,no,primary,married,0
0,-1,433,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,248,unknown,jun,unknown,no,management,no,secondary,married,0
0,-1,701,unknown,jan,cellular,yes,technician,no,secondary,married,1
0,-1,159,unknown,jun,unknown,no,management,no,tertiary,divorced,0
5,87,336,success,may,cellular,no,admin.,no,secondary,married,1
0,-1,252,unknown,may,unknown,yes,technician,no,secondary,single,0
0,-1,95,unknown,may,unknown,yes,management,no,unknown,divorced,0
0,-1,198,unknown,apr,cellular,yes,blue-collar,no,secondary,married,0
0,-1,497,unknown,sep,cellular,no,management,no,tertiary,single,1
0,-1,105,unknown,aug,cellular,no,management,yes,tertiary,single,0
0,-1,295,unknown,may,unknown,no,blue-collar,no,primary,married,0
0,-1,116,unknown,mar,cellular,no,management,no,tertiary,single,1
0,-1,101,unknown,may,unknown,yes,blue-collar,no,secondary,married,0
0,-1,378,unknown,may,cellular,yes,blue-collar,no,secondary,married,0
0,-1,206,unknown,aug,cellular,no,services,no,secondary,married,0
0,-1,188,unknown,jun,unknown,no,retired,no,primary,married,0
0,-1,773,unknown,jun,unknown,no,blue-collar,no,unknown,married,0
0,-1,181,unknown,jul,cellular,yes,admin.,no,secondary,married,0
0,-1,1151,unknown,jul,cellular,yes,blue-collar,no,primary,married,0
0,-1,82,unknown,may,cellular,yes,admin.,yes,secondary,married,0
0,-1,68,unknown,aug,cellular,no,technician,no,tertiary,divorced,0
0,-1,324,unknown,feb,cellular,no,technician,no,secondary,married,0
0,-1,130,unknown,jun,unknown,yes,management,no,tertiary,married,0
0,-1,93,unknown,feb,telephone,no,retired,no,secondary,married,0
0,-1,145,unknown,jul,cellular,no,retired,yes,primary,married,0
0,-1,383,unknown,apr,cellular,yes,self-employed,yes,primary,married,1
0,-1,337,unknown,jul,telephone,yes,admin.,yes,secondary,married,0
0,-1,747,unknown,may,unknown,yes,blue-collar,no,secondary,single,0
0,-1,121,unknown,aug,cellular,no,blue-collar,no,primary,married,0
0,-1,107,unknown,jun,unknown,yes,admin.,no,primary,married,0
0,-1,722,unknown,may,cellular,yes,blue-collar,no,secondary,divorced,0
2,83,88,failure,nov,cellular,yes,technician,yes,tertiary,married,0
0,-1,180,unknown,aug,cellular,no,self-employed,no,secondary,married,0
2,188,344,failure,jan,cellular,yes,blue-collar,no,primary,married,0
3,117,117,failure,nov,cellular,yes,housemaid,yes,secondary,married,0
0,-1,113,unknown,jan,cellular,yes,technician,yes,secondary,divorced,0
0,-1,714,unknown,jun,unknown,yes,blue-collar,no,primary,married,0
0,-1,16,unknown,may,unknown,yes,blue-collar,no,primary,married,0
0,-1,650,unknown,jun,unknown,no,self-employed,no,tertiary,single,0
0,-1,78,unknown,may,cellular,yes,blue-collar,no,secondary,married,0
0,-1,162,unknown,aug,cellular,no,management,no,secondary,married,0
0,-1,140,unknown,nov,cellular,yes,blue-collar,no,secondary,married,0
0,-1,559,unknown,jun,unknown,yes,technician,no,secondary,single,0
0,-1,311,unknown,may,unknown,yes,blue-collar,yes,primary,married,0
0,-1,50,unknown,nov,cellular,yes,entrepreneur,no,secondary,divorced,0
0,-1,157,unknown,may,cellular,yes,blue-collar,no,secondary,married,0
1,157,276,failure,nov,cellular,yes,entrepreneur,yes,tertiary,married,0
0,-1,468,unknown,jan,cellular,no,entrepreneur,no,tertiary,married,0
0,-1,90,unknown,feb,cellular,yes,blue-collar,no,primary,married,0
0,-1,166,unknown,feb,cellular,no,management,no,tertiary,married,0
2,182,315,success,apr,cellular,no,retired,no,secondary,divorced,1
0,-1,70,unknown,jun,unknown,yes,technician,yes,tertiary,married,0
0,-1,456,unknown,aug,cellular,no,unemployed,no,secondary,married,1
0,-1,478,unknown,jun,unknown,no,management,no,secondary,married,0
0,-1,71,unknown,jun,unknown,yes,management,no,unknown,single,0
0,-1,277,unknown,nov,cellular,yes,management,no,primary,married,0
0,-1,177,unknown,may,unknown,yes,blue-collar,no,secondary,single,0
0,-1,227,unknown,may,unknown,yes,blue-collar,no,primary,married,0
1,346,226,failure,may,cellular,no,technician,no,tertiary,married,0
0,-1,333,unknown,may,unknown,yes,retired,no,secondary,married,0
0,-1,279,unknown,may,unknown,yes,admin.,no,secondary,married,0
0,-1,258,unknown,jun,unknown,yes,blue-collar,yes,secondary,married,0
1,99,182,failure,aug,cellular,no,management,no,tertiary,married,1
0,-1,392,unknown,jun,cellular,yes,admin.,yes,secondary,married,0
8,1,288,success,aug,cellular,no,retired,no,secondary,married,1
0,-1,636,unknown,jun,unknown,yes,technician,no,secondary,married,0
0,-1,92,unknown,aug,cellular,no,management,no,tertiary,divorced,0
4,171,1210,failure,nov,cellular,yes,technician,no,secondary,married,1
0,-1,712,unknown,may,unknown,yes,blue-collar,no,secondary,single,0
0,-1,119,unknown,aug,cellular,no,self-employed,no,secondary,married,0
0,-1,47,unknown,jun,unknown,no,services,no,secondary,divorced,0
0,-1,150,unknown,mar,cellular,no,unemployed,no,primary,single,0
0,-1,20,unknown,jun,unknown,yes,blue-collar,no,secondary,single,0
0,-1,82,unknown,apr,cellular,yes,technician,no,tertiary,married,0
0,-1,127,unknown,may,cellular,no,blue-collar,no,secondary,divorced,0
0,-1,227,unknown,nov,cellular,no,management,no,secondary,married,0
0,-1,167,unknown,may,unknown,yes,services,no,primary,married,0
0,-1,149,unknown,jun,unknown,no,blue-collar,no,primary,divorced,0
0,-1,553,unknown,jun,unknown,no,housemaid,no,primary,married,0
0,-1,161,unknown,nov,cellular,yes,services,no,secondary,married,0
0,-1,235,unknown,apr,cellular,yes,blue-collar,no,secondary,married,0
0,-1,264,unknown,jul,cellular,no,blue-collar,yes,secondary,single,0
1,196,120,other,nov,cellular,yes,blue-collar,no,secondary,married,0
1,60,114,failure,may,cellular,no,management,no,tertiary,single,0
3,151,87,failure,apr,cellular,yes,blue-collar,no,secondary,married,0
0,-1,76,unknown,jul,telephone,no,blue-collar,yes,primary,married,0
0,-1,118,unknown,feb,cellular,yes,blue-collar,yes,secondary,married,0
0,-1,53,unknown,aug,cellular,no,self-employed,no,secondary,married,0
0,-1,68,unknown,jul,cellular,no,technician,yes,tertiary,married,0
0,-1,108,unknown,aug,cellular,no,management,no,tertiary,single,0
0,-1,71,unknown,may,unknown,yes,management,no,tertiary,married,0
0,-1,73,unknown,aug,cellular,no,self-employed,no,secondary,married,0
0,-1,254,unknown,jun,unknown,no,retired,no,primary,divorced,0
0,-1,244,unknown,apr,cellular,yes,management,no,tertiary,married,0
0,-1,91,unknown,may,unknown,yes,management,no,tertiary,divorced,0
3,28,124,failure,apr,cellular,no,management,yes,tertiary,divorced,0
0,-1,937,unknown,may,unknown,no,management,yes,tertiary,divorced,0
0,-1,317,unknown,may,unknown,yes,technician,no,secondary,single,0
0,-1,118,unknown,may,unknown,yes,blue-collar,yes,primary,married,0
0,-1,192,unknown,jul,cellular,yes,services,no,secondary,married,0
1,176,78,success,apr,cellular,no,self-employed,no,secondary,married,0
0,-1,528,unknown,may,unknown,yes,management,yes,tertiary,married,0
0,-1,290,unknown,aug,cellular,no,management,no,tertiary,married,1
1,364,323,failure,may,cellular,yes,self-employed,no,tertiary,married,0
0,-1,398,unknown,jun,cellular,no,technician,no,secondary,married,0
3,315,98,failure,may,cellular,yes,management,no,secondary,single,0
0,-1,37,unknown,jun,unknown,no,blue-collar,no,primary,married,0
0,-1,301,unknown,nov,cellular,yes,blue-collar,no,secondary,married,0
0,-1,126,unknown,aug,cellular,yes,management,no,tertiary,married,0
0,-1,77,unknown,nov,cellular,no,unemployed,no,secondary,married,0
0,-1,22,unknown,jun,unknown,no,entrepreneur,no,secondary,divorced,0
0,-1,259,unknown,jul,cellular,yes,blue-collar,no,secondary,married,0
0,-1,351,unknown,may,unknown,yes,technician,yes,tertiary,single,0
0,-1,126,unknown,may,unknown,yes,blue-collar,no,unknown,divorced,0
0,-1,1183,unknown,may,unknown,yes,services,no,secondary,single,1
1,172,318,failure,may,cellular,yes,blue-collar,no,primary,single,0
0,-1,203,unknown,jun,unknown,no,technician,yes,secondary,single,0
0,-1,184,unknown,jul,cellular,yes,housemaid,no,primary,divorced,0
0,-1,125,unknown,may,unknown,yes,admin.,yes,secondary,single,0
0,-1,73,unknown,aug,cellular,no,housemaid,no,secondary,married,0
0,-1,101,unknown,jun,unknown,yes,management,no,tertiary,married,0
0,-1,614,unknown,may,cellular,yes,technician,yes,secondary,married,1
0,-1,120,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,244,unknown,jan,cellular,yes,blue-collar,no,secondary,married,0
3,253,41,failure,feb,cellular,no,management,no,tertiary,divorced,0
0,-1,110,unknown,jun,unknown,no,housemaid,no,primary,divorced,0
0,-1,111,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,370,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,169,unknown,jun,unknown,no,entrepreneur,no,secondary,divorced,0
0,-1,179,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,368,unknown,aug,cellular,no,retired,no,primary,married,0
0,-1,81,unknown,jul,cellular,no,blue-collar,yes,secondary,divorced,0
0,-1,48,unknown,jun,unknown,no,housemaid,no,primary,married,0
0,-1,239,unknown,may,unknown,yes,management,no,secondary,married,0
0,-1,112,unknown,aug,cellular,yes,management,no,secondary,married,0
0,-1,170,unknown,jul,cellular,no,self-employed,no,tertiary,married,0
2,264,91,other,feb,cellular,yes,management,no,tertiary,single,0
0,-1,11,unknown,feb,telephone,yes,services,no,secondary,married,0
0,-1,920,unknown,may,unknown,yes,services,no,primary,single,1
0,-1,167,unknown,aug,cellular,no,management,no,secondary,married,0
0,-1,278,unknown,may,cellular,no,management,no,tertiary,single,0
0,-1,123,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,233,unknown,apr,cellular,yes,blue-collar,no,primary,married,0
0,-1,394,unknown,jul,telephone,yes,management,no,tertiary,married,0
0,-1,230,unknown,jan,cellular,no,unemployed,no,tertiary,single,0
0,-1,17,unknown,feb,cellular,yes,management,no,tertiary,married,0
0,-1,297,unknown,may,unknown,yes,blue-collar,no,primary,married,0
3,371,107,failure,may,cellular,yes,management,no,tertiary,single,0
0,-1,337,unknown,jul,cellular,no,entrepreneur,yes,secondary,married,0
0,-1,57,unknown,jul,cellular,yes,technician,no,tertiary,single,0
0,-1,165,unknown,jul,cellular,no,services,yes,primary,divorced,0
0,-1,39,unknown,jul,cellular,yes,services,no,secondary,single,0
0,-1,726,unknown,may,unknown,yes,management,no,secondary,married,0
0,-1,981,unknown,jul,cellular,no,retired,no,secondary,married,1
1,188,102,failure,nov,telephone,yes,services,no,secondary,married,0
1,291,370,failure,aug,cellular,no,retired,no,secondary,married,0
0,-1,420,unknown,jun,unknown,no,blue-collar,no,unknown,married,0
0,-1,205,unknown,jan,cellular,no,admin.,no,secondary,single,0
0,-1,224,unknown,may,telephone,yes,services,no,secondary,married,0
0,-1,79,unknown,aug,cellular,no,technician,no,secondary,single,0
1,370,240,failure,may,cellular,yes,blue-collar,no,secondary,married,0
0,-1,102,unknown,apr,cellular,no,blue-collar,no,secondary,single,0
0,-1,142,unknown,aug,cellular,no,technician,no,secondary,divorced,0
0,-1,214,unknown,may,cellular,yes,self-employed,no,tertiary,single,0
0,-1,147,unknown,feb,cellular,no,technician,no,secondary,married,0
0,-1,536,unknown,aug,cellular,no,blue-collar,no,secondary,married,0
0,-1,88,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,850,unknown,jun,unknown,no,blue-collar,no,primary,married,0
0,-1,128,unknown,may,unknown,yes,management,no,tertiary,married,0
0,-1,214,unknown,may,cellular,yes,technician,no,secondary,single,0
0,-1,180,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,57,unknown,jul,cellular,no,blue-collar,yes,secondary,married,0
4,196,546,failure,feb,cellular,yes,self-employed,no,tertiary,married,1
0,-1,274,unknown,may,unknown,no,services,no,secondary,married,0
0,-1,221,unknown,jul,cellular,yes,blue-collar,no,primary,married,0
0,-1,114,unknown,may,unknown,yes,management,no,primary,married,0
2,96,333,failure,nov,cellular,no,technician,yes,secondary,married,0
0,-1,46,unknown,may,unknown,yes,housemaid,yes,primary,married,0
6,463,144,failure,sep,cellular,yes,admin.,yes,secondary,single,0
0,-1,465,unknown,nov,cellular,yes,entrepreneur,no,tertiary,married,0
0,-1,164,unknown,jan,cellular,no,student,no,secondary,single,0
0,-1,1156,unknown,may,unknown,yes,retired,no,primary,divorced,1
1,412,475,other,jul,cellular,no,student,no,secondary,single,1
0,-1,44,unknown,jul,cellular,no,management,no,unknown,single,0
0,-1,266,unknown,aug,cellular,no,services,no,secondary,married,0
0,-1,867,unknown,jun,unknown,no,housemaid,yes,primary,married,1
0,-1,51,unknown,nov,cellular,no,technician,no,secondary,married,0
0,-1,189,unknown,jul,cellular,no,admin.,no,secondary,married,0
0,-1,64,unknown,jul,telephone,no,admin.,no,primary,married,0
0,-1,260,unknown,may,unknown,yes,technician,yes,tertiary,single,0
0,-1,29,unknown,jun,unknown,yes,admin.,no,primary,married,0
0,-1,83,unknown,aug,cellular,yes,self-employed,no,tertiary,married,0
1,241,183,other,jan,cellular,yes,technician,yes,secondary,single,0
0,-1,271,unknown,feb,cellular,no,management,no,tertiary,single,0
0,-1,128,unknown,jul,cellular,no,admin.,no,secondary,married,0
0,-1,81,unknown,jul,cellular,yes,management,no,tertiary,married,0
0,-1,77,unknown,feb,cellular,yes,management,no,secondary,married,0
0,-1,477,unknown,may,cellular,yes,management,no,tertiary,single,0
1,301,302,success,may,cellular,yes,admin.,no,secondary,divorced,1
0,-1,279,unknown,jul,cellular,yes,blue-collar,no,secondary,married,0
1,363,68,failure,may,cellular,no,blue-collar,no,secondary,single,0
0,-1,106,unknown,nov,cellular,no,services,no,tertiary,single,0
0,-1,164,unknown,jun,unknown,yes,blue-collar,no,secondary,married,0
0,-1,474,unknown,jul,cellular,no,technician,no,unknown,single,1
0,-1,251,unknown,apr,cellular,yes,blue-collar,no,secondary,married,0
0,-1,33,unknown,jun,unknown,no,blue-collar,no,secondary,married,0
0,-1,918,unknown,jul,cellular,yes,management,no,primary,married,0
0,-1,39,unknown,nov,telephone,yes,blue-collar,no,primary,single,0
0,-1,192,unknown,may,unknown,yes,blue-collar,no,secondary,single,0
0,-1,168,unknown,jul,cellular,no,services,yes,secondary,married,0
0,-1,352,unknown,nov,cellular,no,blue-collar,no,primary,single,0
0,-1,213,unknown,may,unknown,yes,services,no,secondary,divorced,0
0,-1,103,unknown,may,unknown,yes,technician,no,secondary,married,0
5,154,57,failure,nov,cellular,no,blue-collar,no,secondary,married,0
0,-1,183,unknown,aug,cellular,no,technician,no,secondary,married,0
0,-1,1994,unknown,jun,unknown,yes,technician,no,secondary,single,0
0,-1,133,unknown,jul,cellular,no,management,yes,unknown,married,0
0,-1,285,unknown,may,unknown,yes,technician,no,secondary,married,0
0,-1,354,unknown,apr,cellular,yes,technician,no,primary,married,0
1,273,88,failure,feb,cellular,yes,technician,yes,secondary,single,0
2,342,272,other,may,cellular,no,services,no,secondary,married,0
0,-1,51,unknown,aug,cellular,no,management,no,tertiary,married,0
0,-1,213,unknown,jul,cellular,yes,blue-collar,no,primary,single,0
0,-1,152,unknown,nov,cellular,no,retired,no,primary,married,0
0,-1,144,unknown,aug,cellular,yes,management,no,tertiary,married,0
0,-1,152,unknown,aug,cellular,no,admin.,no,secondary,married,0
0,-1,241,unknown,apr,cellular,no,admin.,no,secondary,married,1
0,-1,1303,unknown,nov,cellular,yes,blue-collar,yes,secondary,married,1
0,-1,248,unknown,may,unknown,yes,management,no,tertiary,divorced,0
0,-1,171,unknown,jul,cellular,no,retired,yes,secondary,married,0
0,-1,105,unknown,jun,unknown,no,entrepreneur,no,tertiary,married,0
6,291,101,failure,may,cellular,yes,management,no,tertiary,married,0
0,-1,612,unknown,jul,cellular,yes,admin.,yes,secondary,married,0
0,-1,316,unknown,aug,cellular,no,retired,no,secondary,married,0
0,-1,90,unknown,jul,cellular,yes,services,yes,secondary,married,0
0,-1,131,unknown,may,cellular,yes,management,no,tertiary,single,0
0,-1,1181,unknown,nov,cellular,no,entrepreneur,no,secondary,married,1
3,105,185,success,aug,cellular,no,admin.,no,tertiary,single,0
3,126,257,success,oct,telephone,no,retired,no,primary,married,1
0,-1,177,unknown,aug,cellular,no,services,no,secondary,married,0
0,-1,97,unknown,aug,cellular,no,housemaid,no,secondary,married,0
0,-1,134,unknown,nov,cellular,yes,self-employed,yes,tertiary,divorced,0
0,-1,128,unknown,may,unknown,yes,technician,no,secondary,single,0
